played_at,track_id,track_name,duration_ms,popularity,explicit,album_id,album_name,album_release_date,artist_id,artist_name,load_date
2025-12-22 12:20:48.110000+00:00,0j9Ryxdke2qduCd10nK5zh,"So in Love With You (Full Intention 7""Remix)",219160,59,False,06dg5gPC6biMKlLIWYGq80,"So in Love With You (Full Intention 7""Remix)",2024-09-30,5kARVtC2AG0DnhgrFBCbGR,Duke,2025-12-22
2025-12-22 12:18:29.265000+00:00,4t0UsYzmmmZRMTWn77jiGF,Show Me Love,252106,74,False,2xpjgSvZVYjzdlWxeAJFy8,Show Me Love,1993-06-15,2WvLeseDGPX1slhmxI59G3,Robin S,2025-12-22
2025-12-22 12:04:19.860000+00:00,5PPE2ntHCFTW2BeycuEsCK,At Night - Purple Disco Machine Remix,208544,59,False,1jpqoZ37FOt5LuKFLhJnC7,At Night (Purple Disco Machine Remix),2001-04-29,0vSfjPjAbekoehCpmy1RV1,Shakedown,2025-12-22
2025-12-22 12:02:37.177000+00:00,58XZDglLRsZClpg19mmqjz,Fade,175840,59,False,4muumtua1ZLd8v80zFBbzT,Fade,2001-01-01,0lpwsK5bX64iD7GjEda5De,Solu Music,2025-12-22
2025-12-22 12:01:29.626000+00:00,1OZ9eQn7mSVQaKCKEzx5n2,DANGEROUS (So Dare Me),177560,36,False,7aHwznZ9zCFXvpTthz2BqH,DANGEROUS (So Dare Me),2023-08-11,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 11:54:47.540000+00:00,1HEuUUZ0InMfBmHQs0q0Qb,Finally - TJK Remix,208320,46,False,3hAcoSLkLCjhjg6ryaQf9y,Finally (TJK Remix),2015-10-09,5UoVLCWzOKMIJ9iioof9OD,CeCe Peniston,2025-12-22
2025-12-22 11:51:17.088000+00:00,0kqatfl1V116n4U2gKZQuV,Free,353360,64,False,22lrjYvBGWwOfZ535fJXlT,Free - The Strictly Collection,1997-03-31,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 16:22:15.819000+00:00,1BKs3X4E6Oc0iM3BxnzyXQ,Menina,158060,56,False,1AhiTTbdGAym3xzYflP3fa,Menina,2025-12-18,6xlRSRMLgZbsSNd0BMobwy,DENNIS,2025-12-22
2025-12-22 14:30:35.853000+00:00,54u86CmMqGI1rRuULlTqaB,Toca o Trompete,163200,68,True,4Vy1Rn4htx3L0ojjaeePww,Cadê o After? Pt. 1,2023-07-21,3CIIaeZuFYrAD6PRVyuO4U,Felipe Amorim,2025-12-22
2025-12-22 14:25:05.862000+00:00,7s8NIgpeKV2lMsjdX4RBcE,Brincadeira Gostosa,127058,64,False,6EkCnMeO4zOURLKlTKbl39,Ensaios Da Anitta,2025-12-04,7FNnA9vBm6EKceENgCGRMb,Anitta,2025-12-22
2025-12-22 14:21:44.590000+00:00,3jhyw60F61gc7nC4dblqtC,JETSKI,148645,65,True,4pjiSoP1rvrhDRsD1Hey6o,JETSKI,2025-12-18,5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,2025-12-22
2025-12-22 14:19:05.445000+00:00,3jhyw60F61gc7nC4dblqtC,JETSKI,148645,65,True,4pjiSoP1rvrhDRsD1Hey6o,JETSKI,2025-12-18,5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,2025-12-22
2025-12-22 14:16:05.727000+00:00,2oQDaT4wdj041BVQXEfFch,The First Time Free - Claptone Remix Edit,226003,28,False,6O8vmVM7knwRuX5YolJTxs,The First Time Free (Claptone Remix Edit),2016-10-28,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 14:08:35.662000+00:00,7nmvwosdapB8Bro5uIM7n2,Show Me Love - Extended Mix,464266,54,False,2xpjgSvZVYjzdlWxeAJFy8,Show Me Love,1993-06-15,2WvLeseDGPX1slhmxI59G3,Robin S,2025-12-22
2025-12-22 14:00:46.952000+00:00,0kqatfl1V116n4U2gKZQuV,Free,353360,64,False,22lrjYvBGWwOfZ535fJXlT,Free - The Strictly Collection,1997-03-31,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 16:22:15.819000+00:00,1BKs3X4E6Oc0iM3BxnzyXQ,Menina,158060,56,False,1AhiTTbdGAym3xzYflP3fa,Menina,2025-12-18,6xlRSRMLgZbsSNd0BMobwy,DENNIS,2025-12-22
2025-12-22 14:30:35.853000+00:00,54u86CmMqGI1rRuULlTqaB,Toca o Trompete,163200,68,True,4Vy1Rn4htx3L0ojjaeePww,Cadê o After? Pt. 1,2023-07-21,3CIIaeZuFYrAD6PRVyuO4U,Felipe Amorim,2025-12-22
2025-12-22 14:25:05.862000+00:00,7s8NIgpeKV2lMsjdX4RBcE,Brincadeira Gostosa,127058,64,False,6EkCnMeO4zOURLKlTKbl39,Ensaios Da Anitta,2025-12-04,7FNnA9vBm6EKceENgCGRMb,Anitta,2025-12-22
2025-12-22 14:21:44.590000+00:00,3jhyw60F61gc7nC4dblqtC,JETSKI,148645,65,True,4pjiSoP1rvrhDRsD1Hey6o,JETSKI,2025-12-18,5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,2025-12-22
2025-12-22 14:19:05.445000+00:00,3jhyw60F61gc7nC4dblqtC,JETSKI,148645,65,True,4pjiSoP1rvrhDRsD1Hey6o,JETSKI,2025-12-18,5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,2025-12-22
2025-12-22 14:16:05.727000+00:00,2oQDaT4wdj041BVQXEfFch,The First Time Free - Claptone Remix Edit,226003,28,False,6O8vmVM7knwRuX5YolJTxs,The First Time Free (Claptone Remix Edit),2016-10-28,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 14:08:35.662000+00:00,7nmvwosdapB8Bro5uIM7n2,Show Me Love - Extended Mix,464266,54,False,2xpjgSvZVYjzdlWxeAJFy8,Show Me Love,1993-06-15,2WvLeseDGPX1slhmxI59G3,Robin S,2025-12-22
2025-12-22 14:00:46.952000+00:00,0kqatfl1V116n4U2gKZQuV,Free,353360,64,False,22lrjYvBGWwOfZ535fJXlT,Free - The Strictly Collection,1997-03-31,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 16:22:15.819000+00:00,1BKs3X4E6Oc0iM3BxnzyXQ,Menina,158060,56,False,1AhiTTbdGAym3xzYflP3fa,Menina,2025-12-18,6xlRSRMLgZbsSNd0BMobwy,DENNIS,2025-12-22
2025-12-22 14:30:35.853000+00:00,54u86CmMqGI1rRuULlTqaB,Toca o Trompete,163200,68,True,4Vy1Rn4htx3L0ojjaeePww,Cadê o After? Pt. 1,2023-07-21,3CIIaeZuFYrAD6PRVyuO4U,Felipe Amorim,2025-12-22
2025-12-22 14:25:05.862000+00:00,7s8NIgpeKV2lMsjdX4RBcE,Brincadeira Gostosa,127058,64,False,6EkCnMeO4zOURLKlTKbl39,Ensaios Da Anitta,2025-12-04,7FNnA9vBm6EKceENgCGRMb,Anitta,2025-12-22
2025-12-22 14:21:44.590000+00:00,3jhyw60F61gc7nC4dblqtC,JETSKI,148645,65,True,4pjiSoP1rvrhDRsD1Hey6o,JETSKI,2025-12-18,5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,2025-12-22
2025-12-22 14:19:05.445000+00:00,3jhyw60F61gc7nC4dblqtC,JETSKI,148645,65,True,4pjiSoP1rvrhDRsD1Hey6o,JETSKI,2025-12-18,5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,2025-12-22
2025-12-22 14:16:05.727000+00:00,2oQDaT4wdj041BVQXEfFch,The First Time Free - Claptone Remix Edit,226003,28,False,6O8vmVM7knwRuX5YolJTxs,The First Time Free (Claptone Remix Edit),2016-10-28,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 14:08:35.662000+00:00,7nmvwosdapB8Bro5uIM7n2,Show Me Love - Extended Mix,464266,54,False,2xpjgSvZVYjzdlWxeAJFy8,Show Me Love,1993-06-15,2WvLeseDGPX1slhmxI59G3,Robin S,2025-12-22
2025-12-22 14:00:46.952000+00:00,0kqatfl1V116n4U2gKZQuV,Free,353360,64,False,22lrjYvBGWwOfZ535fJXlT,Free - The Strictly Collection,1997-03-31,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 16:22:15.819000+00:00,1BKs3X4E6Oc0iM3BxnzyXQ,Menina,158060,56,False,1AhiTTbdGAym3xzYflP3fa,Menina,2025-12-18,6xlRSRMLgZbsSNd0BMobwy,DENNIS,2025-12-22
2025-12-22 14:30:35.853000+00:00,54u86CmMqGI1rRuULlTqaB,Toca o Trompete,163200,68,True,4Vy1Rn4htx3L0ojjaeePww,Cadê o After? Pt. 1,2023-07-21,3CIIaeZuFYrAD6PRVyuO4U,Felipe Amorim,2025-12-22
2025-12-22 14:25:05.862000+00:00,7s8NIgpeKV2lMsjdX4RBcE,Brincadeira Gostosa,127058,64,False,6EkCnMeO4zOURLKlTKbl39,Ensaios Da Anitta,2025-12-04,7FNnA9vBm6EKceENgCGRMb,Anitta,2025-12-22
2025-12-22 14:21:44.590000+00:00,3jhyw60F61gc7nC4dblqtC,JETSKI,148645,65,True,4pjiSoP1rvrhDRsD1Hey6o,JETSKI,2025-12-18,5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,2025-12-22
2025-12-22 14:19:05.445000+00:00,3jhyw60F61gc7nC4dblqtC,JETSKI,148645,65,True,4pjiSoP1rvrhDRsD1Hey6o,JETSKI,2025-12-18,5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,2025-12-22
2025-12-22 14:16:05.727000+00:00,2oQDaT4wdj041BVQXEfFch,The First Time Free - Claptone Remix Edit,226003,28,False,6O8vmVM7knwRuX5YolJTxs,The First Time Free (Claptone Remix Edit),2016-10-28,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 14:08:35.662000+00:00,7nmvwosdapB8Bro5uIM7n2,Show Me Love - Extended Mix,464266,54,False,2xpjgSvZVYjzdlWxeAJFy8,Show Me Love,1993-06-15,2WvLeseDGPX1slhmxI59G3,Robin S,2025-12-22
2025-12-22 14:00:46.952000+00:00,0kqatfl1V116n4U2gKZQuV,Free,353360,64,False,22lrjYvBGWwOfZ535fJXlT,Free - The Strictly Collection,1997-03-31,1cK2Abwkni7m51wJCSGllN,Ultra Naté,2025-12-22
2025-12-22 20:07:49.492000+00:00,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,263373,88,True,47BiFcV59TQi2s9SkBo2pb,Recovery,2010-06-18,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2025-12-22
2025-12-22 20:03:25.712000+00:00,5oO3drDxtziYU2H1X23ZIp,Love On The Brain,224000,87,True,4UlGauD7ROb3YbVOFMgW5u,ANTI (Deluxe),2016-01-28,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2025-12-22
